index,Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,time,T2
405,2017-03-15 01:25:50.291,0.0,TCP  ,192.168.200.5,1914,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541150.291,266.9930000305176
432,2017-03-15 01:26:27.300,0.0,TCP  ,192.168.200.5,49176,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541187.3,262.9909999370575
487,2017-03-15 01:27:30.308,0.0,TCP  ,192.168.200.5,1066,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541250.308,236.99199986457825
522,2017-03-15 01:28:34.317,0.0,TCP  ,192.168.200.5,18101,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541314.317,235.99100017547607
543,2017-03-15 01:29:07.323,0.0,TCP  ,192.168.200.5,1035,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541347.323,266.99399995803833
561,2017-03-15 01:29:44.334,0.0,TCP  ,192.168.200.5,6580,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541384.334,262.9889998435974
578,2017-03-15 01:30:02.338,0.0,TCP  ,192.168.200.5,25,192.168.220.16,51430,1,      54,1,.A.R..,0,1489541402.338,281.9960000514984
602,2017-03-15 01:30:50.345,0.0,TCP  ,192.168.200.5,9500,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541450.345,251.99300003051758
618,2017-03-15 01:31:23.350,0.0,TCP  ,192.168.200.5,109,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541483.35,266.99500012397766
637,2017-03-15 01:31:56.361,0.0,TCP  ,192.168.200.5,5989,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541516.361,266.9889998435974
655,2017-03-15 01:32:29.362,0.0,TCP  ,192.168.200.5,648,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541549.362,266.99900007247925
689,2017-03-15 01:33:06.371,0.0,TCP  ,192.168.200.5,1130,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541586.371,262.9909999370575
753,2017-03-15 01:34:40.382,0.0,TCP  ,192.168.200.5,49400,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541680.382,205.989000082016
778,2017-03-15 01:35:13.386,0.0,TCP  ,192.168.200.5,1972,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541713.386,266.9960000514984
796,2017-03-15 01:35:46.393,0.0,TCP  ,192.168.200.5,1121,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541746.393,266.9930000305176
819,2017-03-15 01:36:23.403,0.0,TCP  ,192.168.200.5,3766,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541783.403,262.98999977111816
870,2017-03-15 01:37:29.413,0.0,TCP  ,192.168.200.5,146,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541849.413,233.99000000953674
879,2017-03-15 01:37:47.418,0.0,TCP  ,192.168.200.5,25,192.168.220.16,51431,1,      54,1,.A.R..,0,1489541867.418,281.99500012397766
899,2017-03-15 01:38:33.423,0.0,TCP  ,192.168.200.5,5952,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541913.423,253.99499988555908
924,2017-03-15 01:39:06.429,0.0,TCP  ,192.168.200.5,512,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541946.429,266.9940001964569
950,2017-03-15 01:39:43.440,0.0,TCP  ,192.168.200.5,5102,192.168.220.16,51357,1,      54,1,.A.R..,0,1489541983.44,262.9889998435974
983,2017-03-15 01:40:46.449,0.0,TCP  ,192.168.200.5,1782,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542046.449,236.99100017547607
1025,2017-03-15 01:41:50.460,0.0,TCP  ,192.168.200.5,9010,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542110.46,235.9889998435974
1048,2017-03-15 01:42:23.466,0.0,TCP  ,192.168.200.5,13456,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542143.466,266.99399995803833
1074,2017-03-15 01:43:00.477,0.0,TCP  ,192.168.200.5,4002,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542180.477,262.989000082016
1111,2017-03-15 01:44:03.483,0.0,TCP  ,192.168.200.5,1002,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542243.483,236.99399995803833
1138,2017-03-15 01:44:36.488,0.0,TCP  ,192.168.200.5,668,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542276.488,266.99500012397766
1167,2017-03-15 01:45:40.498,0.0,TCP  ,192.168.200.5,2393,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542340.498,235.99000000953674
1174,2017-03-15 01:45:58.502,0.0,TCP  ,192.168.200.5,25,192.168.220.16,51432,1,      54,1,.A.R..,0,1489542358.502,281.99599981307983
1191,2017-03-15 01:46:16.506,0.0,TCP  ,192.168.200.5,765,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542376.506,281.9960000514984
1229,2017-03-15 01:47:21.522,0.0,TCP  ,192.168.200.5,44443,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542441.522,234.98399996757507
1273,2017-03-15 01:48:25.531,0.0,TCP  ,192.168.200.5,2009,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542505.531,235.99100017547607
1292,2017-03-15 01:48:58.536,0.0,TCP  ,192.168.200.5,25735,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542538.536,266.9949998855591
1315,2017-03-15 01:49:35.547,0.0,TCP  ,192.168.200.5,8654,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542575.547,262.989000082016
1349,2017-03-15 01:50:38.556,0.0,TCP  ,192.168.200.5,52673,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542638.556,236.9909999370575
1365,2017-03-15 01:51:11.561,0.0,TCP  ,192.168.200.5,56737,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542671.561,266.9949998855591
1394,2017-03-15 01:51:44.567,0.0,TCP  ,192.168.200.5,3071,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542704.567,266.9940001964569
1414,2017-03-15 01:52:17.574,0.0,TCP  ,192.168.200.5,1974,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542737.574,266.9930000305176
1442,2017-03-15 01:52:53.581,0.0,TCP  ,192.168.200.5,544,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542773.581,263.992999792099
1469,2017-03-15 01:53:13.590,0.0,TCP  ,192.168.200.5,25,192.168.220.16,51433,1,      54,1,.A.R..,0,1489542793.59,279.9910001754761
1504,2017-03-15 01:54:01.597,0.0,TCP  ,192.168.200.5,4899,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542841.597,251.99300003051758
1568,2017-03-15 01:55:38.609,0.0,TCP  ,192.168.200.5,30718,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542938.609,202.98799991607666
1589,2017-03-15 01:56:11.618,0.0,TCP  ,192.168.200.5,5190,192.168.220.16,51357,1,      54,1,.A.R..,0,1489542971.618,266.9909999370575
1610,2017-03-15 01:56:44.621,0.0,TCP  ,192.168.200.5,49155,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543004.621,266.99699997901917
1635,2017-03-15 01:57:03.627,0.0,TCP  ,192.168.200.5,24,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543023.627,280.99399995803833
1702,2017-03-15 01:58:53.640,0.0,TCP  ,192.168.200.5,2119,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543133.64,189.9869999885559
1731,2017-03-15 01:59:26.646,0.0,TCP  ,192.168.200.5,8651,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543166.646,266.9940001964569
1749,2017-03-15 01:59:59.651,0.0,TCP  ,192.168.200.5,5500,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543199.651,266.9949998855591
1766,2017-03-15 02:00:32.656,0.0,TCP  ,192.168.200.5,1043,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543232.656,266.99500012397766
1785,2017-03-15 02:00:54.664,0.0,TCP  ,192.168.200.5,50000,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543254.664,277.99199986457825
1802,2017-03-15 02:01:11.669,0.0,TCP  ,192.168.200.5,25,192.168.220.16,51434,1,      54,1,.A.R..,0,1489543271.669,282.99500012397766
1876,2017-03-15 02:03:16.686,0.0,TCP  ,192.168.200.5,28201,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543396.686,174.98299980163574
1911,2017-03-15 02:04:22.696,0.0,TCP  ,192.168.200.5,10010,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543462.696,233.99000000953674
1931,2017-03-15 02:04:55.702,0.0,TCP  ,192.168.200.5,6007,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543495.702,266.9940001964569
1956,2017-03-15 02:05:32.712,0.0,TCP  ,192.168.200.5,4848,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543532.712,262.99000000953674
1994,2017-03-15 02:06:35.720,0.0,TCP  ,192.168.200.5,1091,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543595.72,236.99199986457825
2016,2017-03-15 02:07:08.725,0.0,TCP  ,192.168.200.5,7512,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543628.725,266.99500012397766
2043,2017-03-15 02:07:41.730,0.0,TCP  ,192.168.200.5,14442,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543661.73,266.9949998855591
2087,2017-03-15 02:08:49.744,0.0,TCP  ,192.168.200.5,3546,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543729.744,231.98600006103516
2121,2017-03-15 02:09:52.753,0.0,TCP  ,192.168.200.5,3809,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543792.753,236.9909999370575
2141,2017-03-15 02:10:25.757,0.0,TCP  ,192.168.200.5,65129,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543825.757,266.9960000514984
2157,2017-03-15 02:10:44.763,0.0,TCP  ,192.168.200.5,25,192.168.220.16,51435,1,      54,1,.A.R..,0,1489543844.763,280.99399995803833
2163,2017-03-15 02:11:01.766,0.0,TCP  ,192.168.200.5,64623,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543861.766,282.99699997901917
2182,2017-03-15 02:11:34.772,0.0,TCP  ,192.168.200.5,10025,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543894.772,266.99399995803833
2216,2017-03-15 02:12:11.781,0.0,TCP  ,192.168.200.5,1839,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543931.781,262.9910001754761
2265,2017-03-15 02:13:14.790,0.0,TCP  ,192.168.200.5,7741,192.168.220.16,51357,1,      54,1,.A.R..,0,1489543994.79,236.9909999370575
2284,2017-03-15 02:13:47.796,0.0,TCP  ,192.168.200.5,5904,192.168.220.16,51357,1,      54,1,.A.R..,0,1489544027.796,266.99399995803833
2299,2017-03-15 02:14:20.802,0.0,TCP  ,192.168.200.5,10000,192.168.220.16,51357,1,      54,1,.A.R..,0,1489544060.802,266.99399995803833
2340,2017-03-15 02:15:28.815,0.0,TCP  ,192.168.200.5,1,192.168.220.16,51357,1,      54,1,.A.R..,0,1489544128.815,231.9869999885559
