index,Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,time,T2
1738,2017-03-15 01:59:56.614,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543196.614,137.54999995231628
1771,2017-03-15 02:00:42.566,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543242.566,254.04800009727478
1790,2017-03-15 02:01:01.799,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543261.799,280.7669999599457
1805,2017-03-15 02:01:15.111,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543275.111,286.6879999637604
1831,2017-03-15 02:02:12.808,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543332.808,242.30299997329712
1859,2017-03-15 02:02:44.520,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543364.52,268.2880001068115
1900,2017-03-15 02:04:01.130,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543441.13,223.3899998664856
1916,2017-03-15 02:04:30.762,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543470.762,270.3680000305176
1929,2017-03-15 02:04:48.042,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543488.042,282.72000002861023
1939,2017-03-15 02:05:18.379,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543518.379,269.6630001068115
1954,2017-03-15 02:05:31.435,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543531.435,286.94400000572205
1966,2017-03-15 02:05:51.659,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543551.659,279.7760000228882
1981,2017-03-15 02:06:06.939,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543566.939,284.72000002861023
1998,2017-03-15 02:06:36.620,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543596.62,270.31900000572205
2021,2017-03-15 02:07:12.268,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543632.268,264.35199999809265
2061,2017-03-15 02:08:14.189,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543694.189,238.0789999961853
2074,2017-03-15 02:08:37.293,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543717.293,276.89599990844727
2097,2017-03-15 02:09:20.782,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543760.782,256.510999917984
2127,2017-03-15 02:10:12.399,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543812.399,248.38300013542175
2140,2017-03-15 02:10:24.422,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543824.422,287.97699999809265
2159,2017-03-15 02:10:46.751,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543846.751,277.6710000038147
2178,2017-03-15 02:11:13.391,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543873.391,273.3599998950958
2211,2017-03-15 02:12:04.121,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543924.121,249.2699999809265
2246,2017-03-15 02:12:41.940,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489543961.94,262.18099999427795
2305,2017-03-15 02:14:28.338,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489544068.338,193.60199999809265
2318,2017-03-15 02:14:42.442,0.0,TCP  ,10002_114,443,192.168.220.16,55975,1,      54,1,.A....,32,1489544082.442,285.89600014686584
